호선,역명,요일,비율
2,서초,수,1.1974132659944074
2,서초,월,1.1351219770462488
2,서초,일,0.5450769128966145
2,서초,토,0.6101589035974785
2,서초,화,1.179229800782312
2,선릉,금,1.2222373056836393
2,선릉,목,1.2467499251168814
2,선릉,수,1.2596284001321634
2,선릉,월,1.2218903815679354
2,선릉,일,0.2753236533640218
2,선릉,토,0.5162883036670787
2,선릉,화,1.2578820304682805
2,성수,금,1.2057861951237956
2,성수,목,1.1805277381698438
2,성수,수,1.1930761508347931
2,성수,월,1.1337128286417997
2,성수,일,0.4466166583994626
2,성수,토,0.6654995520384174
2,성수,화,1.1747808767918868
2,시청,금,1.2219183129397244
2,시청,목,1.2244042462212106
2,시청,수,1.242043851987972
2,시청,월,1.161213000029029
2,시청,일,0.3407414615250587
2,시청,토,0.5793990042580359
2,시청,화,1.23028012303897
2,신답,금,1.179012913422958
2,신답,목,1.1606244067338125
2,신답,수,1.170126489277256
2,신답,월,1.1239193758559327
2,신답,일,0.5055546287113636
2,신답,토,0.7123366261354016
2,신답,화,1.1484255598632755
2,신당,금,1.1462465795449108
2,신당,목,1.0999952682561291
2,신당,수,1.1131284376030248
2,신당,월,1.0552358860888282
2,신당,일,0.6176797305827929
2,신당,토,0.8725552746811248
2,신당,화,1.0951588232431893
2,신대방,금,1.1291457059222887
2,신대방,목,1.1061405497148886
2,신대방,수,1.11126937480992
2,신대방,월,1.0805986906449734
2,신대방,일,0.6239491865688171
2,신대방,토,0.8462652486272297
2,신대방,화,1.1026312437118826
2,신도림,금,1.130648783793616
2,신도림,목,1.10248939155159
2,신도림,수,1.1108015936963225
2,신도림,월,1.0503262794892925
2,신도림,일,0.6083159562907128
2,신도림,토,0.916372306164994
2,신도림,화,1.081045689013473
2,신림,금,1.1370895789050344
2,신림,목,1.0966457881538954
2,신림,수,1.1009252051527392
2,신림,월,1.062481839978516
2,신림,일,0.634785119668686
2,신림,토,0.883376460673909
2,신림,화,1.0846960074672192
2,신설동,금,1.129641477875292
2,신설동,목,1.017278275451985
2,신설동,수,1.020364417101062
2,신설동,월,0.9908535076678112
2,신설동,일,0.8399119800076668
2,신설동,토,1.0311984788040187
2,신설동,화,0.970751863092164
2,신정네거리,금,1.1459468719115176
2,신정네거리,목,1.1267803581971163
2,신정네거리,수,1.139584141743074
2,신정네거리,월,1.1022558290265088
2,신정네거리,일,0.5486202092120934
2,신정네거리,토,0.8043134007681737
2,신정네거리,화,1.1324991891415168
2,신촌,금,1.1344195389113834
2,신촌,목,1.073361431339477
2,신촌,수,1.0734803228082022
2,신촌,월,1.0137545329450206
2,신촌,일,0.6679511652535792
2,신촌,토,0.9767190756933324
2,신촌,화,1.0603139330490048
2,아현,금,1.1643902383290954
2,아현,목,1.133726459285366
2,아현,수,1.1406769501600669
2,아현,월,1.0797059597853744
2,아현,일,0.5413689853426515
2,아현,토,0.8093806718290498
2,아현,화,1.1307507352683954
2,양천구청,금,1.1533042330710186
2,양천구청,목,1.1444155267330272
2,양천구청,수,1.1570281234963158
2,양천구청,월,1.1206973336773316
2,양천구청,일,0.5239870013364984
2,양천구청,토,0.751418995623729
2,양천구청,화,1.1491487860620793
2,역삼,금,1.2167229652585474
2,역삼,목,1.2669808096772948
2,역삼,수,1.2916165112176716
2,역삼,월,1.2559921468218844
2,역삼,일,0.2512905911666652
2,역삼,토,0.4252360209506675
2,역삼,화,1.2921609549072692
2,영등포구청,금,1.1864739309894998
2,영등포구청,목,1.1849969916518326
2,영등포구청,수,1.1997786755866129
2,영등포구청,월,1.16590536395751
2,영등포구청,일,0.4069601655313318
2,영등포구청,토,0.6645724317208593
2,영등포구청,화,1.191312440562354
2,왕십리(성동구청),금,1.1597953033018535
2,왕십리(성동구청),목,1.105699980964581
2,왕십리(성동구청),수,1.111745114420041
2,왕십리(성동구청),월,1.043209178917465
2,왕십리(성동구청),일,0.6057945426912349
2,왕십리(성동구청),토,0.8908944814125297
2,왕십리(성동구청),화,1.0828613982922943
2,용답,금,1.1269573811107632
2,용답,목,1.1234986396241586
2,용답,수,1.1169018530735386
2,용답,월,1.0995072468517684
2,용답,일,0.6167789882637565
2,용답,토,0.7984994937155357
2,용답,화,1.1178563973604791
2,용두(동대문구청),금,1.1797140537087156
2,용두(동대문구청),목,1.1252382611708711
2,용두(동대문구청),수,1.128120124212505
2,용두(동대문구청),월,1.1037180936362867
2,용두(동대문구청),일,0.5255042016852748
2,용두(동대문구청),토,0.8144426904474215
2,용두(동대문구청),화,1.123262575138925
2,을지로3가,금,1.2105220464398128
2,을지로3가,목,1.1887562942110823
2,을지로3가,수,1.2170305648928863
2,을지로3가,월,1.150453013546579
2,을지로3가,일,0.4296445906495176
2,을지로3가,토,0.6179615189773623
2,을지로3가,화,1.1856319712827588
2,을지로4가,금,1.2149782832529108
2,을지로4가,목,1.1909342300075132
2,을지로4가,수,1.196342805766374
2,을지로4가,월,1.1563694984670452
2,을지로4가,일,0.3586933378677376
2,을지로4가,토,0.6940739232484187
2,을지로4가,화,1.188607921390001
2,을지로입구,금,1.1864576559969615
2,을지로입구,목,1.174191395941226
2,을지로입구,수,1.1824300031394392
2,을지로입구,월,1.1127555403882936
2,을지로입구,일,0.4798245706204339
2,을지로입구,토,0.6965612196715965
2,을지로입구,화,1.1677796142420491
2,이대,금,1.1653682605873148
2,이대,목,1.1320965531883744
2,이대,수,1.134713448232335
2,이대,월,1.0791262053954698
2,이대,일,0.5435498063100946
2,이대,토,0.8272947234713166
2,이대,화,1.1178510028150948
2,잠실(송파구청),금,1.1301974888662232
2,잠실(송파구청),목,1.0452000794967873
2,잠실(송파구청),수,1.0499201516221417
2,잠실(송파구청),월,0.9775841030010376
2,잠실(송파구청),일,0.7360552057245877
2,잠실(송파구청),토,1.0332489197083818
2,잠실(송파구청),화,1.027794051580842
2,잠실나루,금,1.1991486702637917
2,잠실나루,목,1.1925232108550652
2,잠실나루,수,1.2142538250080552
2,잠실나루,월,1.1675119225421595
2,잠실나루,일,0.4078980447851152
2,잠실나루,토,0.6115890811015648
2,잠실나루,화,1.2070752454442484
2,잠실새내,금,1.163494227519072
2,잠실새내,목,1.1027670916849763
2,잠실새내,수,1.1056384254573195
2,잠실새내,월,1.0615159856671994
2,잠실새내,일,0.5756283490010295
2,잠실새내,토,0.8940448447889594
2,잠실새내,화,1.0969110758814429
2,종합운동장,금,1.2001315649662143
2,종합운동장,목,0.9730982806461485
2,종합운동장,수,0.9249732655294044
2,종합운동장,월,0.71709125056435
2,종합운동장,일,0.9578399751125614
2,종합운동장,토,1.3050693810373302
2,종합운동장,화,0.9217962821439916
2,충정로(경기대입구),금,1.1698378907051352
2,충정로(경기대입구),목,1.1843865298510388
2,충정로(경기대입구),수,1.204473101972321
2,충정로(경기대입구),월,1.1557893304885771
2,충정로(경기대입구),일,0.4191798439660266
2,충정로(경기대입구),토,0.6785536931185835
2,충정로(경기대입구),화,1.1877796098983175
2,한양대,금,1.139061275432788
2,한양대,목,1.273080724470505
2,한양대,수,1.2721503095711415
2,한양대,월,1.2174511690411285
2,한양대,일,0.2893856399464704
2,한양대,토,0.5194735987460065
2,한양대,화,1.2893972827919598
2,합정,금,1.1439991245282333
2,합정,목,1.072617194146565
2,합정,수,1.0615501957876103
2,합정,월,0.9919305776141056
2,합정,일,0.6931993427776344
2,합정,토,0.997245952721428
2,합정,화,1.039457612424424
2,홍대입구,금,1.0903286368448388
2,홍대입구,목,0.9894261134221296
2,홍대입구,수,0.9784719788711238
