버스정류소명,버스정류소ID
63빌딩.가톨릭대학교여의도성모병원,19144
시범아파트,19145
시범아파트.대교아파트,19146
여의동주민센터,19147
여의동주민센터,19148
진주아파트,19149
KBS별관,19150
샛강역.앙카라공원,19151
여의도공원,19152
지적공사,19153
지적공사,19154
여의도역,19155
여의도역,19156
한국거래소.구증권선물거래소,19157
한국거래소.구증권선물거래소,19158
MBC,19159
여의도공작아파트,19160
전경련회관,19161
당산동진로아파트,19162
당산동진로아파트,19163
영등포방사선과,19164
양남동로타리,19165
교보앞,19166
현대아파트,19167
영등포구청,19168
영등포구청,19169
당산동삼익아파트,19171
당산역,19172
당산역,19173
당산역삼성래미안아파트,19174
당산역삼성래미안아파트,19175
당산역,19176
당산역,19177
당산역,19178
당산삼성아파트,19181
당산유원제일1차아파트,19182
당산유원제일1차아파트,19183
도림동자치회관,19184
도림마을금고,19186
도림마을금고,19187
신길가마산로교차로,19188
문래역,19192
문래역,19193
국화아파트,19195
현대6차아파트,19196
문래롯데캐슬,19197
문래중학교,19198
문래중학교,19199
문래동국화아파트,19200
대림아파트,19201
양평1동주민센터,19202
양평신동아아파트,19203
관악고등학교,19204
관악고등학교,19205
당중초등학교,19206
당중초등학교,19207
남부고용노동지청,19208
남부고용노동지청,19209
한신아파트.선유도역,19210
한신아파트.선유도역,19211
선유도역.롯데제과,19212
선유도역.롯데제과,19213
양평한신아파트.선유도공원입구,19214
영등포아리수정수센터,19215
양평한신아파트.선유도공원입구,19216
안양천입구,19217
양평동한솔아파트,19218
신풍역,19219
당산초등학교앞,19220
강서세무서,19221
강서세무서,19222
선유중학교,19223
선유중학교,19224
신길역 1호선,19225
신길새마을금고,19226
신길새마을금고,19227
대신시장,19228
대윤병원,19229
대신시장,19230
영등포농협,19231
우신초등학교,19232
포레나신길아파트,19233
성락교회,19234
성락교회,19235
도림동자치회관,19236
우신초등학교,19238
신길힐스테이트클래시안아파트,19239
신길동 홍어거리,19240
신풍역.백악관웨딩문화원앞,19241
신길5동주민센터,19242
신길5동주민센터,19243
신풍역,19244
영등포농협 도림로지점.우리시장,19245
영등포농협 도림로지점,19246
태양의집.KT대방지사,19247
신길주유소,19248
신풍역.백악관웨딩문화원앞,19249
대방역,19254
공군회관,19255
서울지방병무청,19256
대방초등학교,19257
태양의집,19258
대림동우체국,19260
흰돌교회,19261
대동초등학교,19262
대림역,19264
대동초등학교,19265
대동초등학교,19266
흰돌교회,19267
대림동우체국,19268
대림동우성아파트,19269
대림역,19270
대동초등학교,19271
대림동우성아파트,19272
YDP미래평생학습관,19273
대림동현대3차아파트,19274
신영초등학교,19275
YDP미래평생학습관,19276
선유도공원,19277
선유도공원,19278
신길역 5호선,19279
국회의사당,19280
산업은행본점,19281
현대백화점-더현대서울?,19282
유진투자증권,19283
파크원타워.LG트윈타워,19284
하나은행여의도지점,19287
신풍역,19289
여의도지하차도입구,19290
영진시장,19291
문래우체국.문래예술공단,19292
문래우체국.문래예술공단,19293
대림3동주민센터,19294
대방역,19295
대방역,19296
신길가마산로교차로,19297
대길초등학교,19298
미보빌딩,19299
신길역1호선,19300
여의도순복음교회,19303
문래자이아파트,19305
대방역,19306
대길초등학교,19309
대방천사거리,19310
대방천사거리,19311
대림코오롱아파트,19312
영등포로터리,19313
새길어린이집.신풍역3번출구,19314
새길어린이집.신풍역3번출구,19315
영문초등학교,19316
영문초등학교,19317
문래역,19318
양화중학교.홈플러스,19319
기계회관,19320
우성5차아파트,19323
우성5차아파트,19324
대림3동사거리.명지춘혜병원,19327
"성원아파트, 한국상하수도협회",19329
국민은행,19330
영등포역후문,19331
영등포동.영등포푸르지오아파트,19335
"신길바다마을아파트,보라매sk뷰",19336
보라매역,19346
영진시장,19347
대림동코오롱아파트,19357
문래동종점,19358
문래동시점,19359
보라매역.5번출구,19362
코끼리유통,19389
성락교회,19390
동양볼링장,19392
보라매공원입구,19393
현대2차아파트후문,19402
신길3동주민센터,19404
꼬추말,19405
다나약국,19406
기림약국,19416
코사마트,19423
해오름식당,19424
우리은행,19425
두산위브진주아파트,19427
현대3차아파트,19428
대방역,19430
타임스퀘어,19434
당산신동아파밀리에,19435
영등포청과시장,19436
영등포청과시장,19437
서울시립청소년성문화센터,19438
서울시립청소년성문화센터,19439
한강아파트,19450
빅마켓영등포점,19451
당산센트럴아이파크아파트,19452
영등포농협당산역지점,19453
신풍시장,19454
신길건영아파트,19455
신길건영아파트,19456
수정교회,19457
대림3동주민센터,19458
우성2차아파트,19515
벽산메가트리움APT,19582
영일시장.록스,19588
명신유치원,19628
금호아파트,19741
대영초중고,19774
문래주민자치센터,19811
경방타임스퀘어.신세계백화점,19821
당산역,19826
"대영고등학교,신길센트럴아이파크",19827
양화대교전망카페,19846
양화대교전망카페,19848
문래힐스테이트아파트,19849
문래힐스테이트아파트,19850
영등포소방서.타임스퀘어,19851
영등포구청,19852
신길한성아파트,19871
신길중앙새마을금고,19872
서울해군호텔,19880
대한항공훈련센타,19992
여의나루역,19993
당산역,19996
은성병원,19999
신대방성원상떼빌,20001
신대방경남아파트,20002
신대방현대아파트,20003
보라매공원,20004
동작세무서,20005
강남중학교,20006
현대아파트,20007
현대아파트.유한양행,20008
노량진수산시장.CTS기독교TV,20009
노량진수산시장.CTS기독교TV,20010
노량진역,20011
노량진역,20012
노들역,20013
노들역,20014
갯마을앞,20015
정금마을앞,20016
경문고교.배나무골앞,20017
총신대입구역.남성시장입구앞,20018
사당동우체국앞,20019
방배경찰서앞,20020
서울지방병무청앞,20106
공군회관,20107
대방역,20108
KT동작지사,20111
노량진역3번출구,20114
노량진역2번출구,20115
사육신공원,20117
사육신공원,20119
노들역,20121
노들역,20122
흑석동효사정앞,20123
흑석동효사정앞,20124
흑석역.흑석동빗물펌프장,20125
흑석역.명수대현대아파트,20126
흑석역.명수대현대아파트,20127
흑석동명수대현대아파트,20128
비계,20129
비계,20130
흑석동한강현대아파트,20131
흑석동한강현대아파트,20132
동작역.국립현충원,20133
동작역.국립현충원,20134
사당1동관악시장앞,20141
예술인마을,20142
서울공업고등학교,20143
서울공업고등학교,20144
대림초등학교,20145
대림초등학교,20146
성대시장,20147
성대시장,20148
상도초등학교입구,20149
상도초등학교입구,20150
장승배기역,20151
동작문화복지센터.동작보건소,20152
동작문화복지센터.동작보건소,20153
상도2동대림아파트,20154
상도2동대림아파트,20155
상도터널노량진동,20156
상도터널노량진동,20157
상도터널상도동,20158
상도터널상도동,20159
상도역,20160
상도역,20161
상도동중앙하이츠빌.상도전통시장,20162
상도동중앙하이츠빌.상도전통시장,20163
숭실대입구역,20164
숭실대입구역,20165
숭실대입구역,20166
봉현초등학교,20167
봉천고개.관악현대아파트,20168
숭실대정문앞,20169
숭실대정문앞,20170
숭실대별관앞,20171
숭실대별관앞,20172
사당5동파출소,20173
총신대,20174
총신대,20175
사당중학교,20176
사당중학교,20177
남성역,20178
남성역,20179
남성역골목시장,20180
남성역골목시장,20181
남성초등학교,20182
남성초등학교,20183
이수역9번출구,20184
이수역10번출구,20185
신대방삼거리,20186
신대방삼거리,20187
보라매병원입구,20188
동작구청.노량진초등학교앞,20190
동작구청.노량진초등학교앞,20191
장성교회,20192
청화병원,20193
중앙대학교,20194
중앙대학교,20195
중앙대학교,20196
7호선장승배기역.상도2치안센터,20197
7호선장승배기역.상도지구대,20198
상도2동아이파크.포스코더샵아파트,20199
상도2동아이파크.포스코더샵아파트,20200
신상도초등학교,20201
중앙대후문,20202
중앙대후문,20203
중앙대정문,20204
중앙대중문,20205
중앙대정문,20206
신대방역,20207
신대방역,20208
신대방성원상떼빌,20209
신대방경남아파트,20210
흑석동한강현대아파트,20212
서울특별시.보라매병원,20217
신상도초등학교,20219
상도4동약수맨션,20220
"경향렉스빌, 롯데캐슬비엔",20221
"경향렉스빌, 롯데캐슬비엔",20222
흑석역.명수대현대아파트,20224
상도4동약수맨션,20228
동작역.국립현충원,20230
동작역.국립현충원,20231
동작구청정문,20240
상도SH빌아파트상도팰리스후문,20241
상도SH빌아파트상도팰리스후문,20242
상도3차삼성래미안후문,20243
상도3차삼성래미안후문,20244
상도1동주민센터.상도3차래미안,20245
상도1동주민센터.상도3차래미안,20246
노들역앞,20247
대방역1번출구앞,20248
대방역.여의교앞,20249
노들역4번출구앞,20250
동작실버센터입구,20251
사당동대아신협앞,20252
사당역9번출구앞,20253
사당역10번출구,20500
구로디지털단지역,21001
서울미술고.인헌중고,21101
낙성대입구,21102
행운동주민센터,21103
서울대입구역5번출구,21104
KT관악지점,21105
봉천역.관악초등학교,21106
KT&G관악지점,21107
신림사거리.신림역,21108
남부초등학교,21109
호림박물관,21110
난곡입구,21111
금천경찰서.신림푸르지오아파트,21112
천주교성령봉사회관.등불교회,21113
KT구로지사,21114
난곡입구,21115
남서울중학교.성보중고등학교,21116
신림사거리.신림역,21117
KT&G관악지점,21118
봉천역.관악초등학교,21119
KT관악지점,21120
봉천사거리,21121
낙성대동,21122
낙성대입구,21123
인헌중고.서울미술고,21124
예술인마을.사당초등학교,21125
남서울농협남현동지점,21126
서울대학교,21127
서울대학교,21128
서울여상.서울문영여중고앞,21129
관악구청,21130
봉천사거리.봉천중앙시장,21131
봉원중학교.행운동우성아파트,21132
관악푸르지오아파트,21133
성현동동아아파트,21136
봉원중학교.행운동우성아파트,21137
봉천사거리.봉천중앙시장,21138
관악구청,21139
관악경찰서,21140
서울여상.서울문영여중고앞,21141
신림중.삼성고.관악문화관도서관,21142
서울산업정보학교.삼성교,21143
신성초등학교,21144
영광메디컬센터,21145
쑥고개입구,21146
서원동문화교앞,21147
신림사거리,21148
신림동별빛거리입구,21149
보라매공원.보라매병원,21150
롯데백화점관악점,21151
