버스정류소명,버스정류소ID
이대역 5번출구,14209
대흥교회,14210
대흥교회,14211
서강대학교후문,14212
마포자이2차아파트,14213
굴레방다리.아현역,14215
양화진성지공원입구,14216
홍대입구,14217
홀트아동복지회,14218
합정역,14219
합정역,14220
홍대입구역,14224
홍대입구역,14225
연남동,14226
신촌역,14228
극동방송,14230
극동방송,14231
홍익대학교,14232
홍익대학교,14233
산울림소극장,14234
산울림소극장,14235
신수중학교,14236
신수중학교,14237
신수동주민센터,14238
한국출판콘텐츠센터,14239
용강동주민센터,14240
용강동주민센터,14241
용강동입구,14242
합정역,14244
합정역,14245
성산초등학교입구,14246
성산초등학교입구,14247
기업은행서교동지점(최규하대통령가옥),14248
기업은행서교동지점(최규하대통령가옥),14249
망원시장.망원동월드컵시장입구,14250
망원시장.망원동월드컵시장입구,14251
마포구청역입구,14252
마포구청역입구,14253
성서초등학교,14254
성서초등학교,14255
새서울의원,14256
미원아파트입구,14257
미원아파트입구,14258
망원2동주민센터,14259
망원2동주민센터,14260
영풍가든,14261
영풍가든,14262
망원정입구,14263
성산초등학교,14264
서서울농협,14265
서서울농협,14266
망원1동주민센터,14267
망원1동주민센터,14268
동교초등학교,14269
동교초등학교,14270
월드컵파크7단지,14271
월드컵파크7단지,14272
월드컵경기장북측,14273
월드컵경기장북측,14274
경성중고.홍대부속여중고입구,14275
삼진제약,14283
서교호텔,14284
상암DMC홍보관.YTN,14286
상암DMC홍보관.YTN,14287
월드컵파크5단지.상암중고등학교입구,14288
월드컵파크5단지,14289
구룡근린공원,14290
상암고등학교,14291
월드컵파크3단지후문,14292
마포아트센터,14293
디지털미디어시티역2번출구,14296
누리꿈스퀘어.MBC,14307
월드메르디앙아파트,14308
월드메르디앙아파트,14309
한강밤섬자이아파트,14310
한강밤섬자이아파트,14311
서강해모로아파트,14312
서강해모로아파트,14313
서교동주민센터.마포신문사,14314
월드컵경기장북측,14316
강변한신코아,14317
난지한강공원,14330
난지한강공원,14331
난지천공원주차장입구,14332
디지털미디어시티역,14333
월드컵파크10.11.12단지,14334
월드컵파크9단지,14335
용마루고개.브라운스톤공덕아파트,14336
하늘초등학교,14337
월드컵파크10단지,14338
월드컵파크11.12단지,14339
수색교,14340
수색교,14341
가좌역,14343
디지털미디어시티역,14344
청구아파트.참누리아파트,14346
청구아파트.참누리아파트,14347
중동현대아파트,14348
중동현대아파트,14349
성산자동차학원,14350
성산자동차학원,14351
월드컵아이파크,14352
월드컵아이파크,14353
DMC첨단산업센터,14354
DMC첨단산업센터,14355
SBS.YTN,14356
SBS.YTN,14357
공항철도디지털미디어시티역,14358
공항철도디지털미디어시티역,14359
디지털미디어시티역,14360
상암동주민센터앞,14361
MBC,14362
MBC,14363
신촌한의원,14591
신석초등학교,14593
마포전철역,14712
성지빌딩,14745
신석초등학교,14855
삼진제약,14982
홍익병원목동관,15101
금호어울림.대원칸타빌아파트,15102
목동3단지,15103
영도초등학교,15104
신목중학교.목동2단지후문,15105
목동2단지,15106
목동3단지,15107
목동4단지.목동종합운동장,15108
목동3.4단지사잇길,15109
목동사거리,15111
영도중.강서고입구.기아양서대리점,15112
목동시장.대일고교.배광교회,15113
신목중학교,15114
목동3단지,15115
금호어울림.대원칸타빌아파트,15116
신목동역2번출구,15117
신목동역1번출구,15118
경서농협,15119
목동성원아파트,15126
목3동주민센터.현대아이파크.실로암안과,15127
등촌역6번출구.목동깨비시장,15128
월촌초등학교,15140
월촌초등학교,15141
목원초등학교.서울지방식품의약품안전청,15142
용왕산,15143
신목동역,15144
목동한신청구아파트,15145
목동한신청구아파트,15146
목동1.2단지사잇길,15147
월촌중학교,15148
목동YMCA,15149
목동YMCA,15150
목동5단지C상가.목동운동장북문,15151
파리공원,15152
목동5단지B상가.목5동주민센터,15153
목동이대병원.목동6단지앞,15154
목동아파트601동앞.이대병원,15155
목동아파트5.6단지사잇길,15156
오목교역,15157
양정고등학교,15158
목1동주민센터,15159
목동역.홍익병원,15160
CBS방송국,15161
목운초등학교.목운중학교,15162
목동7단지,15163
목운초등학교.목운중학교,15164
목동운동장남문.야구장.아이스링크,15165
목동역.목동7단지,15166
목동대학학원,15167
오목교역.동신한방병원,15168
갈산초등학교정문,15169
오목교역.청학스포츠타운,15170
새마을금고,15171
신정2동주민센터,15172
오목교역.동신한방병원,15173
신목초등학교입구,15174
목동14단지상가,15175
현대아파트정문,15176
현대아파트정문,15177
삼성아파트정문,15178
삼성아파트후문,15179
현대아파트후문,15180
목동14단지C상가앞,15181
목일중학교,15182
목동13단지,15183
목동14단지,15184
신트리공원,15185
목동12.13단지사잇길,15186
목동12.13단지사잇길,15187
신목초등학교입구,15188
목동14단지관리사무소앞,15189
목동14단지관리사무소앞,15191
양천구청역,15192
양천공원,15193
양천구청,15194
양천구민체육센타,15195
목동12단지,15196
갈산초등학교정문,15197
갈산초등학교후문,15198
갈산초등학교후문,15199
은정초등학교,15200
은정초등학교,15201
목동우성아파트,15202
목동우성아파트,15203
양천아파트,15204
봉영여중.목동고,15205
봉영여중.목동고,15206
봉영여중.목동고,15207
양천노인종합복지관,15208
양천구청역,15209
양천아파트,15210
신정사거리,15211
신정네거리역,15212
동방아파트,15213
동방아파트.신월종합사회복지관,15214
신곡시장,15215
신곡시장,15216
신한은행신월동지점,15217
신한은행신월동지점,15218
양강중학교,15219
신월2동주민센터입구,15220
강서초등학교,15221
한빛종합사회복지관,15222
신월동남부주유소,15223
신월2동우체국,15224
신트리사거리,15225
신트리아파트,15226
정랑고개.양천벤처타운,15227
신정학마을아파트,15228
양천고등학교,15229
계남초등학교,15230
고척2동치안센타,15231
신정1동주민센터,15232
양명초교.신서중,15233
신트리공원.목동아파트11단지,15234
목동10단지상가,15235
양천문화회관,15236
목동13단지,15238
목동13단지,15239
신정1동우체국,15242
우리은행신정동지점,15247
신정네거리역,15250
신정네거리역,15251
길훈로즈빌아파트,15252
하이스트학원.종로학원,15253
목동역,15254
목동8단지지하도,15255
양천구청.양천보건소,15256
목동8단지,15257
진명여고,15258
서울남부지방법원.서울남부지방검찰청,15259
서울남부지방법원.서울남부지방검찰청,15260
오목교역.청학스포츠타운,15261
현대아이파크아파트,15262
목동중학교.서울출입국관리사무소,15263
목동대학학원,15264
목동역.목동7단지,15265
서울남부지방법원.서울남부지방검찰청,15268
목동중학교,15269
진명여고,15270
우리은행신정동지점,15271
목동역.목동오거리,15272
신서고등학교.영상고등학교입구,15273
신정역.은행정역,15274
신정1동우체국,15277
서울남부지방법원.서울남부지방검찰청,15279
신정네거리역,15280
신서고등학교.영상고등학교앞,15281
신정주유소,15282
신정4동경서농협,15283
목동역.홍익병원,15284
목동역.목동오거리,15285
신서고교.영상고교입구,15286
신정역.은행정역,15287
양강중학교,15288
신월문화체육센타,15292
신월동우성상가,15293
중부운수앞,15294
신월문화체육센타,15295
신월동우성상가,15296
국립과학수사연구소입구,15298
신안파크아파트후문,15299
신안파크아파트후문,15300
국립과학수사연구소.고강동종점,15301
신정1동주민센터,15302
신정네거리역,15303
신트리아파트,15304
정랑고개.양천벤처타운,15305
서부트럭터미널.신정동일하이빌아파트,15306
강신중학교,15307
남명초교.신정3동주민센터,15308
금옥중.금옥여고.백암고등학교,15309
양강중학교,15310
양강중학교,15311
신월2동주민센터입구.경창전통시장,15312
강서초등학교,15313
한빛종합사회복지관,15314
과학수사연구소입구,15315
서부트럭터미널.신정동일하이빌아파트,15316
신정동현대아파트,15317
넓은들공원,15318
넓은들공원,15319
신정현대아파트,15320
댓골마을입구,15321
댓골마을입구,15322
"양천중앙도서관,푸른마을2단지",15323
"양천중앙도서관,푸른마을2단지",15324
신월시영아파트.강월초등학교,15325
신월시영아파트.강월초등학교,15326
강월초교입구사거리,15327
강월초교입구사거리,15328
금실어린이공원,15329
금실어린이공원,15330
강신중학교,15331
양서중학교,15332
신월1동주민센터,15333
신월3동주민센터.신월3동우체국,15334
서부여성발전센타,15335
신월보건센타,15336
국민은행신월동지점,15337
서서울호수공원,15338
서서울호수공원,15339
하나은행신월동지점,15340
신월보건센타,15341
양원초교.광영여고,15342
국민은행신월동지점,15343
메디힐병원,15344
신화중학교,15345
신월5동주민센터.신월중학교,15346
신월5동주민센터.신월중학교,15347
신월중학교입구,15348
신월중학교입구,15349
광영고.독수리아파트,15350
서울금융고등학교,15351
신화중학교,15352
경창빌딩,15353
신월시영아파트중문,15354
신월시영아파트중문,15355
목원초등학교.서울지방식품의약품안전청,15356
양천노인종합복지관,15357
양서중학교,15358
신목동역-서울지방식품의약품안전청,15360
목동파라곤,15361
트럭터미널주유소앞,15362
푸른마을3단지앞,15363
푸른마을3단지앞,15364
신정현대아파트,15365
신월문화체육센타,15366
트럭터미널주유소앞,15368
목동아파트1434동앞,15369
신월동기점,15371
양천공영차고지,15373
국립과학수사연구소.고강동종점,15374
신월동기점,15377
양천공영차고지,15378
푸른마을1단지앞,15399
중부운수앞,15402
푸른마을1단지앞,15405
신정교입구,15408
신월청소년문화센터,15411
계남초등학교,15412
신목동역-서울지방식품의약품안전청,15413
보람쉬움아파트,15414
보람쉬움아파트.신영시장,15415
신정이펜하우스2단지,15416
신정이펜하우스1단지아파트,15418
신정이펜하우스1단지.노인요양병원,15419
양천어르신요양센터,15420
신정이펜하우스3.4단지,15421
신정이펜하우스5단지.서남병원,15423
목동3.4단지사잇길,15556
양천공영차고지,15718
우리은행앞,15996
염창역.서울도시가스,16001
염창역.서울도시가스,16002
등촌역.강서보건소,16003
등촌역.강서보건소,16004
등촌중학교 백석초등학교,16005
등촌중학교 백석초등학교,16006
강서구청사거리.서울디지털대학교,16007
강서구청사거리.서울디지털대학교,16008
KBS스포츠월드,16009
KBS스포츠월드,16010
한국가스기술공사,16011
한국가스기술공사,16012
발산역,16013
송정역,16014
송정역,16015
"공항중학교.마곡엠밸리9,10단지",16016
발산역,16017
마곡역,16018
마곡역,16019
"공항중학교.마곡엠밸리9,10단지",16020
강서세무서,16023
강서세무서,16024
화원중학교,16100
서울식물원 식물문화센터,16102
백석초등학교.한국정보화진흥원,16103
등촌중학교.한국정보화진흥원,16104
강서대학교.강서LG베스트샵,16105
하이웨이주유소.강서대학교,16106
서울식물원 숲문화학교,16107
LG사이언스파크,16108
등촌주공5단지아파트,16109
발산역4번출구,16111
발산역,16112
KT공항지사,16115
송정역,16116
송정역,16117
공항시장,16118
공항시장,16119
공항시장역3번출구,16120
기업은행공항동지점,16121
방화주유소,16122
방화2동청성아파트앞,16123
방화1동주민센터,16124
방화2동우촌연립,16125
국민은행방화동지점,16126
국민은행방화동지점,16127
한서고등학교.보람아파트,16128
한서고등학교.보람아파트,16129
방화역,16130
방화역,16131
방화3동주민센터.국립국어원,16132
방화도시7단지.국립국어원,16133
가양3동도시개발8단지아파트.가양역,16134
마포중고등학교,16135
마포중고등학교,16136
경복비즈니스고등학교,16137
경복비즈니스고등학교,16138
강서구청,16139
강서구청,16140
우장초등학교,16141
우장초등학교,16142
한국폴리텍1.서울강서대학교,16143
한국폴리텍1.서울강서대학교,16144
화곡역.화곡시장,16145
화곡본동시장,16146
화곡역,16147
화곡역7번출구(B),16148
화곡푸르지오.강서양천교육지원청,16149
화곡푸르지오.강서양천교육지원청,16150
외발산신광명마을,16151
외발산신광명마을,16152
강서면허시험장.메이필드호텔,16153
강서면허시험장.메이필드호텔,16154
강서농수산물도매시장,16155
공항동송정중학교,16158
공항동송정중학교,16159
국립항공박물관.공항동천주교회,16160
국립항공박물관.공항동천주교회,16161
공항동지하도입구,16162
방화중학교,16163
방화중학교,16164
방화2동주민센터,16165
방화동도시개발11단지,16166
개화119안전센터,16167
개화119안전센터,16168
"개화역 1번출구,개화검문소",16169
"개화역 1번출구,개화검문소",16170
상사마을,16171
상사마을,16172
영일고등학교.강서도서관,16173
아이파크아파트.백석중학교.실로암안과,16174
등촌2동주민센터.등촌동대림아파트,16175
대일고교.임광아파트.배광교회,16176
용문사.시립화곡청소년수련관,16177
목동사거리,16178
목동사거리,16179
화곡동남부시장,16180
성석교회,16181
서울신정초등학교,16182
서울신정초등학교,16183
화곡8동주민센터,16184
화곡8동주민센터.까치산시장,16185
KT강서지사,16186
KT강서지사,16187
화곡동유림아파트,16188
화곡동유림아파트,16189
황외과앞,16190
까치산역2번출구,16191
까치산역4번출구,16192
화곡동백구사,16193
화곡동백구사,16194
화곡대림아파트,16195
화곡동대림아파트.화곡중앙시장,16196
가로공원.나누리병원,16197
가로공원.나누리병원,16198
가로공원.나누리병원,16199
가로공원.나누리병원,16200
화원중학교,16202
신월초등학교,16203
신월초등학교,16204
화곡역.현대주유소,16205
화곡역4번출구,16206
화곡역1번출구,16207
화곡역,16208
대원시장,16209
대원시장,16210
화곡중고등학교,16211
화곡중고등학교,16212
우장산역,16213
우장산역,16214
명덕고등학교.서울스타병원,16215
명덕고등학교.서울스타병원,16216
발산역.우장산힐스테이트,16217
발산역.우장산힐스테이트,16218
등촌3동그랜드백화점,16219
등촌3동그랜드백화점,16220
서울호서전문학교.등촌주공3단지아파트,16221
서울호서전문학교.등촌주공3단지아파트,16222
서울강서우체국,16223
서울강서우체국,16224
양천향교역.휴먼빌아파트,16225
양천향교입구,16226
가양한강타운아파트,16227
가양한강타운아파트,16228
가양2단지성지아파트.동양고등학교,16229
가양2단지성지아파트.동양고등학교,16230
한보구암마을아파트,16231
가양동천주교영등포공업고등학교,16232
"서울서진학교,우체국앞,허준박물관",16233
탑산초등학교 허준박물관,16234
가양도시개발4단지아파트,16235
대림경동아파트,16236
가양도시개발5단지아파트,16237
가양2동강변아파트,16238
가양3동도시개발6단지아파트,16239
가양초등학교,16240
강서구청별관,16241
가양3동주민센터,16242
가양3동도시개발9단지아파트,16243
가양도시개발9단지.세현고등학교,16244
염창동아3차아파트.나이아가라호텔,16245
염창동아3차아파트,16246
염창동새마을금고,16247
염창동새마을금고,16248
염창동한마음.관음삼성아파트,16249
염창동관음삼성아파트,16250
태영.삼성한사랑아파트,16251
금호.한솔아파트,16252
블루나인비지니스센터,16253
블루나인비지니스센터,16254
증미역.강서소방서,16255
증미역.강서소방서,16256
가양역.현대프린스텔,16257
가양역.현대아파트,16258
가양역.우성아파트,16259
가양역.우성아파트,16260
SBS공개홀,16261
SBS공개홀,16262
서울서진학교,16264
등촌동대림아파트,16265
강서한강자이아파트,16266
가양동CJ주식회사,16267
가양동CJ주식회사,16268
양천초등학교.겸재정선미술관,16269
양천초등학교.겸재정선미술관,16270
겸재정선미술관,16271
겸재정선미술관,16272
마곡실내배드민턴장,16273
마곡실내배드민턴장,16274
서남물재생센터,16275
서남물재생센터,16276
"서남환경공원, 마곡청구아파트",16277
"서남환경공원, 마곡청구아파트",16278
방화동도시개발2단지아파트,16279
방화동도시개발2단지아파트,16280
방화동동부센트레빌아파트,16283
방화동동부센트레빌아파트,16284
방화사거리,16285
방화사거리,16286
개화산역,16287
개화산역,16288
등촌3동천주교회,16291
등촌3동천주교회,16292
등촌3동5단지아파트.등촌고등학교,16293
등촌3동5단지아파트.등촌고등학교,16294
등촌3동주공4단지아파트,16295
등촌동부영아파트,16296
등촌3동주공10단지아파트,16297
등촌3동대림아파트,16298
강서공업고등학교,16303
방화동도시개발1.2단지아파트,16304
서울항공비지니스고등학교,16305
서울항공비지니스고등학교,16306
공항중학교,16307
공항중학교.마곡엠밸리9단지,16308
양천향교역,16309
방화1동주민센터동원탕,16321
방화주유소,16322
제과점앞,16326
공항동천주교회,16327
강서한방병원,16328
강서한방병원,16329
강서한강자이아파트,16330
강서구청별관,16332
우장산동주민센터,16339
문성유치원,16340
우장산투웨니퍼스트 오피스텔,16341
가양7단지상가,16342
등촌주공9단지,16344
강서구민올림픽체육센타,16345
등촌주공6단지,16346
등현초등학교,16347
가양7단지상가앞,16348
우장산휴먼빌아파트,16350
우장산동주민센터,16351
양서1단지우장산아이파크이편한세상,16352
우장산 파크빌,16361
강서힐스테이트아파트,16364
등촌주공6단지앞,16366
강서구민올림픽체육센타,16367
등촌9단지SBS공개홀,16368
가양4.5단지상가앞,16369
방신시장입구,16373
강서농협,16374
강서농협,16375
서울방화초등학교,16376
공항동주민센터,16378
천주교성당,16379
김포공항국내선,16389
김포공항국내선,16390
김포공항국제선,16391
김포공항국제선,16392
발산역7번출구,16393
신방화역5번출구,16394
마곡엠밸리6.7단지.마곡중학교,16395
마곡나루역,16396
마곡역,16397
마곡역,16398
마곡나루역1번출구.웰튼병원,16399
송정역,16407
외발산동기점,16408
한국공항공사,16410
한국공항공사,16411
개화동상사마을종점,16413
마곡수명산파크7단지,16416
마곡수명산파크5단지6단지,16417
마곡수명산파크2단지,16418
마곡수명산파크2단지,16419
마곡수명산파크3단지4단지,16420
마곡수명산파크7단지,16421
마곡역,16422
마곡역,16423
화곡2동주민센터,16424
화곡2동주민센터,16425
마곡엠밸리14단지아파트,16427
마곡엠밸리15단지아파트,16428
발산역9번출구,16429
공항동주민센터,16430
신방화사거리,16431
신방화사거리,16432
방화2동우촌연립,16433
개화역광역환승센터,16434
개화역광역환승센터,16435
방화2동청성아파트,16436
핑크힐병원,16450
롯데몰.김포공항,16451
송정중학교정문,16453
김포공항국내선,16605
대한항공,16612
LG사이언스파크,16613
서울식물원 숲문화학교,16619
마곡역,16635
화곡역7번출구(A),16639
마곡엠밸리7단지.712동,16702
신방화역4번출구.마곡중학교,16703
신방화역7번출구,16704
마곡엠밸리4단지,16705
마곡엠밸리5단지,16706
화곡중앙골목시장,16707
오쇠동꽃단지,16725
오쇠동꽃단지,16726
송정역,16745
김포공항국내선,16781
강서면허시험장.강서농수산물시장,16849
태영송화아파트,16855
국립항공박물관,16983
대한항공훈련센타,16988
김포공항세관.국립항공박물관,16993
대한항공,16996
김포공항국제선,16997
신도림역,17001
신도림역,17002
신도림동.구로역,17003
신도림동.구로역,17004
구일역·중앙유통상가,17005
구일역·제일제당,17006
동양미래대학.구로성심병원,17007
동양미래대학.구로성심병원,17008
개봉역.영화아파트,17009
개봉역.한마을아파트,17010
경인중학교.개봉사거리,17011
경인중학교.개봉사거리,17012
구로디지털단지역,17013
신도림역,17101
신도림역,17102
서울미래초등학교,17103
서울미래초등학교,17104
한국SGI,17105
거리공원.KEB하나은행구로공원지점,17106
거리공원,17107
구로등기소.구로도서관,17108
구로고등학교,17109
영림중학교,17110
구로구청,17111
구로구청,17112
고대구로병원후문,17113
대림역,17114
대림역,17115
영서중학교,17116
영서중학교,17117
구로두산아파트,17118
구로종합사회복지관,17119
남구로역,17120
남구로역,17121
구로E마트,17122
구로E마트,17123
디지털산업1단지,17124
디지털산업1단지,17125
하이엔드1차.보건지소.치매센터,17126
지하이시티.보건지소.치매센터,17127
디지털단지오거리,17128
디지털단지오거리,17129
디지털단지오거리,17130
가리봉시장,17131
가리봉시장,17132
남구로역,17133
구로4동자치회관,17134
구로시장,17135
구로시장,17136
구로4동우체국.고대구로병원정문,17137
구로4동우체국.고대구로병원정문,17138
구로119안전센터,17139
구로119안전센터,17140
구로초등학교,17141
구로변전소,17142
쌍용구로정비사업소,17143
"구로역,NC신구로점",17144
"구로역,NC신구로점",17145
구로기계공구상가,17146
구로기계공구상가,17147
기업은행구로중앙지점,17148
기업은행구로중앙지점,17149
신도림중학교,17152
신도림중학교,17153
구로역,17154
구로역,17155
개봉사거리,17164
경인중학교,17166
개봉지구대파출소,17168
덕산병원,17169
오류1동주민센터,17170
오류동역,17171
오류동역,17172
씨티월드,17173
신오류주유소,17174
서울가든빌라앞,17175
서울가든빌라앞,17176
성공회대학교유한공고앞,17177
연세중앙교회,17179
구로청소년문화의집,17180
구로청소년문화의집,17181
우신고등학교,17182
우신고등학교,17183
온수역,17184
온수역,17185
온수동새마을금고,17186
정진학교.온수힐스테이트아파트,17187
수궁동주민센터,17188
수궁동주민센터,17189
소방서앞,17190
소방서앞,17191
예림디자인고.오류고.서울공연예술고,17192
예림디자인고.오류고.서울공연예술고,17193
서서울생활과학고.서울전파관리소,17194
서서울생활과학고.서울전파관리소,17195
오남중학교.삼미주택,17196
오남중학교,17197
천왕이펜하우스5단지후문,17201
천왕역,17202
오류2동주민센터,17203
오류2동주민센터,17204
오류2치안센터,17205
오류2치안센터,17206
대원주유소,17207
대원주유소,17208
현대아파트.개봉중앙시장,17209
현대아파트.개봉중앙시장,17210
덕의초등학교,17211
덕의초등학교,17212
고척근린공원,17213
고척근린공원,17214
세곡초등학교,17215
세곡초등학교,17216
개봉푸르지오아파트,17217
개봉푸르지오아파트,17218
개봉시장,17219
용두연립,17220
고척파크푸르지오아파트,17223
고척시장,17225
고척시장,17226
고척중학교,17227
고척중학교,17228
구로디지털단지역,17229
삼부르네상스.효성아파트,17230
구일우성아파트,17231
구일우성아파트,17232
개봉역,17233
개봉역,17234
개봉주유소,17235
개봉주유소,17236
구로1동우체국,17237
구일우성아파트,17238
디지털단지입구,17239
구로보건소,17240
구일우성아파트,17242
개봉역,17243
남구로역,17245
개봉고가,17246
구로남초등학교,17247
연세중앙교회,17248
동양빌라,17251
학원앞,17252
궁동입구,17253
현대아파트,17254
롯데아파트,17255
"구로역,NC신구로점",17256
롯데아파트,17257
제중병원,17258
구로역,17259
구로중앙하이츠아파트,17260
신동아미래지움아파트,17261
초롱타운아파트,17262
온수동종점,17289
온수동종점,17290
신도림생활체육관.우성3차아파트,17291
우성3차아파트,17292
구로구청,17293
대림역,17296
구로중학교,17297
우신고등학교후문,17298
동양빌라,17299
궁동입구,17300
윤성빌라,17301
원각사입구,17303
동부골든아파트,17304
거성푸르뫼아파트,17305
거성푸르뫼아파트,17306
오류동삼거리,17307
오류동삼거리,17308
동부골든.한신플러스타운,17309
구로역.나인스애비뉴,17310
개봉1동사거리,17311
개봉1동사거리,17312
동부골든아파트후문,17314
동부골든아파트후문,17315
연지타운2단지,17397
연지타운2단지,17399
연지마을,17410
오류남초등학교후문,17458
그린빌라정문,17468
천왕역,17473
경북슈퍼마켓,17552
천왕역,17600
연지타운2단지,17650
연지타운2단지,17651
남부교도소,17652
남부교도소,17653
유한공고.성공회대앞,17682
동삼빌라,17697
천왕이펜하우스2단지,17700
천왕이펜하우스3단지후문,17701
금강수목원아파트,17704
구로중학교,17717
알뜰슈퍼(가상),17754
성락교회크리스천선교센터,17755
금강수목원아파트,17801
세븐일레븐,17808
세븐일레븐(가상),17819
하나마트(가상),17825
진흥슈퍼(가상),17827
신도림자동차학원(가상),17830
신도림역,17834
동삼빌라,17846
천왕이펜하우스3단지입구,17848
구로보건소,17863
보성운수기종점,17899
구로구청후문,17932
신도림역,17947
동아1차아파트102동,17949
천왕이펜하우스3단지입구,17975
천왕역,17982
천왕이펜하우스4단지,17984
천왕이펜하우스6단지,17985
천왕이펜하우스5단지,17986
천왕이펜하우스3단지,17987
문성초등학교,18001
문성초등학교,18002
금천우체국,18003
금천우체국,18004
"말미고개, 금천소방서",18005
"말미고개, 금천소방서",18006
금천구청,18007
금천구청,18008
시흥사거리,18009
시흥사거리,18010
박미삼거리.국립전통예술중고,18011
박미삼거리.국립전통예술중고,18012
시흥유통센터,18013
시흥유통센터,18014
한일유엔아이아파트,18101
디지털3단지.롯데정보통신,18102
에이스하이엔드타워5차,18103
디지털3단지.영창실업,18104
디지털3단지운동장,18105
가산디지털단지역,18106
가산디지털단지역,18107
디지털3단지.월드벤쳐센터,18108
디지털3단지.(주)로옴코리아,18109
디지털3단지사거리,18110
디지털3단지사거리,18111
디지털3단지사거리,18112
금천패션아울렛사거리.마리오,18113
금천패션아울렛사거리.W몰,18114
금천패션아울렛사거리.현대아울렛,18115
디지털단지오거리,18116
디지털단지오거리,18117
디지털단지오거리,18118
가산초등학교,18119
가산동주민센터,18120
가산동주민센터,18121
구립가산도서관.두산위브아파트,18122
구립가산도서관.두산위브아파트,18123
독산사거리,18124
독산사거리,18125
독산주공13단지,18126
독산1동한신코아,18127
독산주공14단지,18128
독산주공14단지,18129
독산근린공원,18130
독산근린공원,18131
"독산동우시장, 금천50플러스센터",18132
"독산동우시장, 금천50플러스센터",18133
시흥대교,18134
시흥대교,18135
벽산아파트1단지.호압사입구,18136
벽산아파트1단지.호압사입구,18137
벽산아파트5단지,18138
벽산아파트5단지,18139
시흥동은행나무,18140
시흥동은행나무,18141
은행나무입구사거리,18142
은행나무입구사거리,18143
독산고개,18146
독산고개,18147
독산사거리앞,18148
남문시장.신한은행독산지점,18149
금천우체국,18150
홈플러스금천점,18152
홈플러스금천점,18153
시흥사거리,18160
문일고입구,18162
문일고입구,18163
금천폭포공원,18164
금천폭포공원.천주교시흥성당,18165
박미마을,18166
"박미마을, 금천고등학교",18167
기아대교,18168
기아대교앞,18169
석수역,18170
백산초등학교,18171
백산초등학교,18172
은행나무입구사거리,18173
은행나무입구사거리,18174
태풍약국,18175
시흥초등학교.금천구보훈회관,18176
시흥초등학교.금천구보훈회관,18177
동산교회앞,18178
동산교회앞,18179
현대시장.시흥4동주민센터,18180
현대시장.시흥4동주민센터,18181
남부여성발전센타,18182
남부여성발전센타,18183
독산동정훈단지,18184
독산동정훈단지,18185
독산초등학교,18186
독산초등학교,18187
독산4동주민센터,18188
독산동성당앞,18189
독산동성당앞,18190
독산동쌈지공원,18191
독산동쌈지공원,18192
독산3동주민센터,18193
독산3동주민센터,18194
KT구로지사,18195
KT구로지사,18196
KT구로지사,18197
금천경찰서.신림푸르지오아파트,18198
독산고등학교,18199
독산고등학교,18200
독산3치안센터,18201
독산3치안센터,18202
금천우체국,18203
진도아파트,18204
에스에스패션,18205
벽산디지털밸리,18206
마리오아울렛,18207
국민연금관리공단앞,18208
가산디지털단지역,18209
마리오아울렛,18210
벽산디지털밸리,18211
에스에스패션,18212
진도아파트,18213
현대지식산업센터,18214
가산디지털단지역입구,18215
가산동기점,18216
가산동종점,18217
범일운수종점,18219
삼익아파트앞,18220
삼익아파트,18221
디지털3단지.영창실업,18222
디지털3단지.가산비즈니스센터,18223
디지털3단지운동장,18224
남문시장입구,18225
가산디지털단지역,18226
스타밸리앞,18227
독산동남문시장,18228
독산동남문시장,18229
금빛공원앞,18232
금빛공원앞,18233
경동택배,18234
삼화약국,18235
대우당약국,18236
화인전자산업,18237
은행나무로입구,18238
시흥대교,18239
가산디지털단지역1호선,18240
시흥모터스,18598
독산역,18643
독산역,18644
남부여성발전센터앞,18657
남부여성발전센터앞,18658
산업단지백양사,18671
교학사,18688
교학사,18689
범일운수종점,18708
한울중학교,18740
한울중학교,18741
STXV타워,18742
석수역,18776
석수역,18777
마이크로오피스사거리앞,18810
시흥사거리.대명시장,18863
석수역,18989
남문시장입구,18994
LG전자,18995
LG전자,18996
7호선가산디지털단지역,18999
문래동남성아파트,19001
문래동남성아파트,19002
영등포등기소.구로세무서,19003
영등포등기소.구로세무서,19004
영등포역,19005
영등포역,19006
여의도환승센터,19007
여의도환승센터,19008
시흥대로.한국광물자원공사,19009
강남성심병원.대림성모병원,19010
경남아너스빌아파트,19011
보라매공원,19012
보라매역.동작세무서,19013
서울지방병무청,19014
대방역,19015
여의도환승센터,19016
여의도환승센터,19017
대성병원,19101
영등포공원.영등포문화원,19102
영등포공원.영등포문화원,19103
영등포시장,19104
영등포시장입구,19105
영등포로터리,19106
영등포시장로터리방면,19107
영등포시장,19109
경방타임스퀘어.신세계백화점,19110
경방타임스퀘어.신세계백화점,19112
영등포역,19114
경방타임스퀘어.신세계백화점,19117
김안과병원,19118
김안과병원,19119
영등포시장,19120
신화병원,19121
신화병원,19122
영동초교,19123
영동초교.영등포평생학습관,19124
삼환아파트,19125
당산푸르지오아파트,19126
국회의사당,19129
KBS,19130
국회의사당,19131
국회의사당역.국민은행,19132
국회의사당역,19133
여의도순복음교회,19136
여의도순복음교회,19137
여의도공원,19138
여의나루역,19139
여의나루역,19140
여의도중학교,19141
여의도중학교,19142
63빌딩.가톨릭대학교여의도성모병원,19143
