요일,연도,역명,방향,시간대,혼잡도
평일,2019,시청,상선,11시~12시,39.55
평일,2019,종각,상선,11시~12시,37.6
평일,2019,종로3가,상선,11시~12시,37.05
평일,2019,종로5가,상선,11시~12시,29.3
평일,2019,동대문,상선,11시~12시,28.1
평일,2019,신설동,상선,11시~12시,25.95
평일,2019,제기동,상선,11시~12시,20.35
평일,2019,청량리,상선,11시~12시,16.35
평일,2019,동묘앞,상선,11시~12시,24.9
토요일,2019,서울역,상선,11시~12시,61.1
토요일,2019,시청,상선,11시~12시,52.1
토요일,2019,종각,상선,11시~12시,45.05
토요일,2019,종로3가,상선,11시~12시,43.95
토요일,2019,종로5가,상선,11시~12시,36.4
토요일,2019,동대문,상선,11시~12시,33.25
토요일,2019,신설동,상선,11시~12시,30.05
토요일,2019,제기동,상선,11시~12시,23.3
토요일,2019,청량리,상선,11시~12시,17
토요일,2019,동묘앞,상선,11시~12시,28.2
일요일,2019,서울역,상선,11시~12시,39.8
일요일,2019,시청,상선,11시~12시,36.1
일요일,2019,종각,상선,11시~12시,30.45
일요일,2019,종로3가,상선,11시~12시,29.8
일요일,2019,종로5가,상선,11시~12시,26.6
일요일,2019,동대문,상선,11시~12시,26.55
일요일,2019,신설동,상선,11시~12시,20.55
일요일,2019,제기동,상선,11시~12시,16.1
일요일,2019,청량리,상선,11시~12시,11.9
일요일,2019,동묘앞,상선,11시~12시,20.2
평일,2021,서울역,상선,11시~12시,22.25
평일,2021,시청,상선,11시~12시,20.4
평일,2021,종각,상선,11시~12시,18.15
평일,2021,종로3가,상선,11시~12시,17.3
평일,2021,종로5가,상선,11시~12시,14.75
평일,2021,동대문,상선,11시~12시,16.25
평일,2021,신설동,상선,11시~12시,16.55
평일,2021,제기동,상선,11시~12시,12.05
평일,2021,청량리,상선,11시~12시,9.4
평일,2021,동묘앞,상선,11시~12시,14.8
토요일,2021,서울역,상선,11시~12시,34.65
토요일,2021,시청,상선,11시~12시,29.6
토요일,2021,종각,상선,11시~12시,25.9
토요일,2021,종로3가,상선,11시~12시,27.6
토요일,2021,종로5가,상선,11시~12시,23.25
토요일,2021,동대문,상선,11시~12시,22.85
토요일,2021,신설동,상선,11시~12시,17.2
토요일,2021,제기동,상선,11시~12시,14.2
토요일,2021,청량리,상선,11시~12시,10.7
토요일,2021,동묘앞,상선,11시~12시,17.95
일요일,2021,서울역,상선,11시~12시,25.35
일요일,2021,시청,상선,11시~12시,22.95
일요일,2021,종각,상선,11시~12시,20.55
일요일,2021,종로3가,상선,11시~12시,22.25
일요일,2021,종로5가,상선,11시~12시,20.25
일요일,2021,동대문,상선,11시~12시,19.6
일요일,2021,신설동,상선,11시~12시,13.35
일요일,2021,제기동,상선,11시~12시,11.85
일요일,2021,청량리,상선,11시~12시,9.45
일요일,2021,동묘앞,상선,11시~12시,14.25
평일,2022,서울역,상선,11시~12시,30.9
평일,2022,시청,상선,11시~12시,28.9
평일,2022,종각,상선,11시~12시,26.4
평일,2022,종로3가,상선,11시~12시,25.95
평일,2022,종로5가,상선,11시~12시,22.4
평일,2022,동대문,상선,11시~12시,22.85
평일,2022,신설동,상선,11시~12시,21.8
평일,2022,제기동,상선,11시~12시,17.3
평일,2022,청량리,상선,11시~12시,14.3
평일,2022,동묘앞,상선,11시~12시,20.4
토요일,2022,서울역,상선,11시~12시,48.05
토요일,2022,시청,상선,11시~12시,40.7
토요일,2022,종각,상선,11시~12시,35.35
토요일,2022,종로3가,상선,11시~12시,34.9
토요일,2022,종로5가,상선,11시~12시,28.9
토요일,2022,동대문,상선,11시~12시,27.9
토요일,2022,신설동,상선,11시~12시,21.05
토요일,2022,제기동,상선,11시~12시,17.3
토요일,2022,청량리,상선,11시~12시,13.4
토요일,2022,동묘앞,상선,11시~12시,22.5
일요일,2022,서울역,상선,11시~12시,31.95
일요일,2022,시청,상선,11시~12시,27.65
일요일,2022,종각,상선,11시~12시,24.55
일요일,2022,종로3가,상선,11시~12시,23.9
일요일,2022,종로5가,상선,11시~12시,21.25
일요일,2022,동대문,상선,11시~12시,21.05
일요일,2022,신설동,상선,11시~12시,14.95
일요일,2022,제기동,상선,11시~12시,12.75
일요일,2022,청량리,상선,11시~12시,10.1
일요일,2022,동묘앞,상선,11시~12시,16.2
평일,2015,청량리,상선,11시~12시,32
평일,2015,제기동,상선,11시~12시,27
평일,2015,신설동,상선,11시~12시,33
평일,2015,동묘앞,상선,11시~12시,35
평일,2015,동대문,상선,11시~12시,35
평일,2015,종로5가,상선,11시~12시,38
평일,2015,종로3가,상선,11시~12시,43
평일,2015,종각,상선,11시~12시,45
평일,2015,시청,상선,11시~12시,47
평일,2015,서울역,상선,11시~12시,50
토요일,2015,청량리,상선,11시~12시,39
토요일,2015,제기동,상선,11시~12시,35
토요일,2015,신설동,상선,11시~12시,41
토요일,2015,동묘앞,상선,11시~12시,44
토요일,2015,동대문,상선,11시~12시,44
토요일,2015,종로5가,상선,11시~12시,47
토요일,2015,종로3가,상선,11시~12시,53
토요일,2015,종각,상선,11시~12시,56
토요일,2015,시청,상선,11시~12시,60
토요일,2015,서울역,상선,11시~12시,66
일요일,2015,청량리,상선,11시~12시,28
일요일,2015,제기동,상선,11시~12시,24
일요일,2015,신설동,상선,11시~12시,28
일요일,2015,동묘앞,상선,11시~12시,30
일요일,2015,동대문,상선,11시~12시,34
일요일,2015,종로5가,상선,11시~12시,41
일요일,2015,종로3가,상선,11시~12시,44
일요일,2015,종각,상선,11시~12시,45
일요일,2015,시청,상선,11시~12시,49
일요일,2015,서울역,상선,11시~12시,54
평일,2013,서울역,상선,11시~12시,42
평일,2013,시청,상선,11시~12시,47
평일,2013,종각,상선,11시~12시,44
평일,2013,종로3가,상선,11시~12시,47
평일,2013,종로5가,상선,11시~12시,43
평일,2013,동대문,상선,11시~12시,41
평일,2013,동묘앞,상선,11시~12시,38
평일,2013,신설동,상선,11시~12시,39
평일,2013,제기동,상선,11시~12시,33
평일,2013,청량리,상선,11시~12시,27
토요일,2013,서울역,상선,11시~12시,49
토요일,2013,시청,상선,11시~12시,53
토요일,2013,종각,상선,11시~12시,48
토요일,2013,종로3가,상선,11시~12시,53
토요일,2013,종로5가,상선,11시~12시,46
토요일,2013,동대문,상선,11시~12시,44
토요일,2013,동묘앞,상선,11시~12시,41
토요일,2013,신설동,상선,11시~12시,43
토요일,2013,제기동,상선,11시~12시,38
토요일,2013,청량리,상선,11시~12시,31
일요일,2013,서울역,상선,11시~12시,41
일요일,2013,시청,상선,11시~12시,44
일요일,2013,종각,상선,11시~12시,40
일요일,2013,종로3가,상선,11시~12시,42
일요일,2013,종로5가,상선,11시~12시,40
일요일,2013,동대문,상선,11시~12시,37
일요일,2013,동묘앞,상선,11시~12시,33
일요일,2013,신설동,상선,11시~12시,35
일요일,2013,제기동,상선,11시~12시,30
일요일,2013,청량리,상선,11시~12시,26
평일,2011,서울역,상선,11시~12시,40
평일,2011,시청,상선,11시~12시,45
평일,2011,종각,상선,11시~12시,41
평일,2011,종로3가,상선,11시~12시,47
평일,2011,종로5가,상선,11시~12시,42
평일,2011,동대문,상선,11시~12시,41
평일,2011,동묘앞,상선,11시~12시,37
평일,2011,신설동,상선,11시~12시,35
평일,2011,제기동,상선,11시~12시,32
평일,2011,청량리,상선,11시~12시,25
토요일,2011,서울역,상선,11시~12시,46
토요일,2011,시청,상선,11시~12시,52
토요일,2011,종각,상선,11시~12시,47
토요일,2011,종로3가,상선,11시~12시,54
토요일,2011,종로5가,상선,11시~12시,50
토요일,2011,동대문,상선,11시~12시,46
토요일,2011,동묘앞,상선,11시~12시,41
토요일,2011,신설동,상선,11시~12시,43
토요일,2011,제기동,상선,11시~12시,37
토요일,2011,청량리,상선,11시~12시,29
일요일,2011,서울역,상선,11시~12시,37
일요일,2011,시청,상선,11시~12시,41
일요일,2011,종각,상선,11시~12시,38
일요일,2011,종로3가,상선,11시~12시,41
일요일,2011,종로5가,상선,11시~12시,40
일요일,2011,동대문,상선,11시~12시,37
일요일,2011,동묘앞,상선,11시~12시,31
일요일,2011,신설동,상선,11시~12시,32
일요일,2011,제기동,상선,11시~12시,28
일요일,2011,청량리,상선,11시~12시,23
평일,2017,서울역,상선,12시~13시,39.1
평일,2017,시청,상선,12시~13시,37.55
평일,2017,종각,상선,12시~13시,36.05
평일,2017,종로3가,상선,12시~13시,39.9
평일,2017,종로5가,상선,12시~13시,35.65
평일,2017,동대문,상선,12시~13시,34.5
평일,2017,신설동,상선,12시~13시,30.1
평일,2017,제기동,상선,12시~13시,23.25
평일,2017,청량리,상선,12시~13시,18.4
평일,2017,동묘앞,상선,12시~13시,31.9
토요일,2017,서울역,상선,12시~13시,60.75
토요일,2017,시청,상선,12시~13시,56.9
토요일,2017,종각,상선,12시~13시,53.35
토요일,2017,종로3가,상선,12시~13시,56.2
토요일,2017,종로5가,상선,12시~13시,50.25
토요일,2017,동대문,상선,12시~13시,49.1
토요일,2017,신설동,상선,12시~13시,41.35
토요일,2017,제기동,상선,12시~13시,32.55
토요일,2017,청량리,상선,12시~13시,26.4
토요일,2017,동묘앞,상선,12시~13시,42.95
일요일,2017,서울역,상선,12시~13시,43.25
일요일,2017,시청,상선,12시~13시,43.4
일요일,2017,종각,상선,12시~13시,40.5
일요일,2017,종로3가,상선,12시~13시,42.75
일요일,2017,종로5가,상선,12시~13시,38.95
일요일,2017,동대문,상선,12시~13시,36.35
일요일,2017,신설동,상선,12시~13시,29.05
일요일,2017,제기동,상선,12시~13시,23.4
일요일,2017,청량리,상선,12시~13시,19.15
일요일,2017,동묘앞,상선,12시~13시,31.05
평일,2019,서울역,상선,12시~13시,35.45
평일,2019,시청,상선,12시~13시,34.65
평일,2019,종각,상선,12시~13시,30.25
평일,2019,종로3가,상선,12시~13시,31.95
평일,2019,종로5가,상선,12시~13시,30.35
평일,2019,동대문,상선,12시~13시,30.65
평일,2019,신설동,상선,12시~13시,27.5
평일,2019,제기동,상선,12시~13시,21.5
평일,2019,청량리,상선,12시~13시,16.9
평일,2019,동묘앞,상선,12시~13시,28.65
토요일,2019,서울역,상선,12시~13시,70.15
토요일,2019,시청,상선,12시~13시,57.4
토요일,2019,종각,상선,12시~13시,50.6
토요일,2019,종로3가,상선,12시~13시,50.2
토요일,2019,종로5가,상선,12시~13시,43.05
토요일,2019,동대문,상선,12시~13시,43.85
토요일,2019,신설동,상선,12시~13시,35.15
토요일,2019,제기동,상선,12시~13시,26.65
토요일,2019,청량리,상선,12시~13시,21.6
토요일,2019,동묘앞,상선,12시~13시,36.6
일요일,2019,서울역,상선,12시~13시,40.65
일요일,2019,시청,상선,12시~13시,39.3
일요일,2019,종각,상선,12시~13시,35.1
일요일,2019,종로3가,상선,12시~13시,37.5
일요일,2019,종로5가,상선,12시~13시,32
일요일,2019,동대문,상선,12시~13시,29.5
일요일,2019,신설동,상선,12시~13시,24.85
일요일,2019,제기동,상선,12시~13시,20.55
일요일,2019,청량리,상선,12시~13시,17.35
일요일,2019,동묘앞,상선,12시~13시,25.5
평일,2021,서울역,상선,12시~13시,24.35
평일,2021,시청,상선,12시~13시,23.05
평일,2021,종각,상선,12시~13시,22.2
평일,2021,종로3가,상선,12시~13시,23.85
평일,2021,종로5가,상선,12시~13시,21.2
평일,2021,동대문,상선,12시~13시,19.7
평일,2021,신설동,상선,12시~13시,18.25
평일,2021,제기동,상선,12시~13시,14.55
평일,2021,청량리,상선,12시~13시,12.3
평일,2021,동묘앞,상선,12시~13시,19.75
토요일,2021,서울역,상선,12시~13시,33.75
토요일,2021,시청,상선,12시~13시,32.1
토요일,2021,종각,상선,12시~13시,29.5
토요일,2021,종로3가,상선,12시~13시,32.15
토요일,2021,종로5가,상선,12시~13시,28.2
토요일,2021,동대문,상선,12시~13시,27.2
토요일,2021,신설동,상선,12시~13시,22.85
토요일,2021,제기동,상선,12시~13시,17.5
토요일,2021,청량리,상선,12시~13시,15.3
토요일,2021,동묘앞,상선,12시~13시,23.6
일요일,2021,서울역,상선,12시~13시,28.25
일요일,2021,시청,상선,12시~13시,26.55
일요일,2021,종각,상선,12시~13시,24.3
일요일,2021,종로3가,상선,12시~13시,27.9
일요일,2021,종로5가,상선,12시~13시,25.4
일요일,2021,동대문,상선,12시~13시,23.95
일요일,2021,신설동,상선,12시~13시,20.05
일요일,2021,제기동,상선,12시~13시,15.65
일요일,2021,청량리,상선,12시~13시,13.45
일요일,2021,동묘앞,상선,12시~13시,20.3
평일,2022,서울역,상선,12시~13시,32.5
평일,2022,시청,상선,12시~13시,31.4
평일,2022,종각,상선,12시~13시,28.85
평일,2022,종로3가,상선,12시~13시,31.3
평일,2022,종로5가,상선,12시~13시,27.35
평일,2022,동대문,상선,12시~13시,26.6
평일,2022,신설동,상선,12시~13시,22.3
평일,2022,제기동,상선,12시~13시,18.25
평일,2022,청량리,상선,12시~13시,15.8
평일,2022,동묘앞,상선,12시~13시,23.9
토요일,2022,서울역,상선,12시~13시,48
토요일,2022,시청,상선,12시~13시,44.85
토요일,2022,종각,상선,12시~13시,40.2
토요일,2022,종로3가,상선,12시~13시,41.2
토요일,2022,종로5가,상선,12시~13시,35.35
토요일,2022,동대문,상선,12시~13시,31.9
토요일,2022,신설동,상선,12시~13시,25.2
토요일,2022,제기동,상선,12시~13시,20.75
토요일,2022,청량리,상선,12시~13시,18.7
토요일,2022,동묘앞,상선,12시~13시,28.2
일요일,2022,서울역,상선,12시~13시,34.2
일요일,2022,시청,상선,12시~13시,31.3
일요일,2022,종각,상선,12시~13시,28.7
일요일,2022,종로3가,상선,12시~13시,31
일요일,2022,종로5가,상선,12시~13시,28.45
일요일,2022,동대문,상선,12시~13시,28.4
일요일,2022,신설동,상선,12시~13시,21.4
일요일,2022,제기동,상선,12시~13시,17.4
일요일,2022,청량리,상선,12시~13시,14.75
일요일,2022,동묘앞,상선,12시~13시,22.8
평일,2015,청량리,상선,12시~13시,30
평일,2015,제기동,상선,12시~13시,28
평일,2015,신설동,상선,12시~13시,35
평일,2015,동묘앞,상선,12시~13시,35
평일,2015,동대문,상선,12시~13시,37
평일,2015,종로5가,상선,12시~13시,40
평일,2015,종로3가,상선,12시~13시,47
평일,2015,종각,상선,12시~13시,45
평일,2015,시청,상선,12시~13시,47
평일,2015,서울역,상선,12시~13시,47
토요일,2015,청량리,상선,12시~13시,39
토요일,2015,제기동,상선,12시~13시,37
토요일,2015,신설동,상선,12시~13시,43
토요일,2015,동묘앞,상선,12시~13시,46
토요일,2015,동대문,상선,12시~13시,50
토요일,2015,종로5가,상선,12시~13시,54
토요일,2015,종로3가,상선,12시~13시,60
토요일,2015,종각,상선,12시~13시,61
토요일,2015,시청,상선,12시~13시,68
토요일,2015,서울역,상선,12시~13시,74
일요일,2015,청량리,상선,12시~13시,29
일요일,2015,제기동,상선,12시~13시,27
일요일,2015,신설동,상선,12시~13시,31
일요일,2015,동묘앞,상선,12시~13시,34
일요일,2015,동대문,상선,12시~13시,39
일요일,2015,종로5가,상선,12시~13시,46
일요일,2015,종로3가,상선,12시~13시,50
일요일,2015,종각,상선,12시~13시,51
일요일,2015,시청,상선,12시~13시,56
일요일,2015,서울역,상선,12시~13시,57
평일,2013,서울역,상선,12시~13시,38
평일,2013,시청,상선,12시~13시,43
평일,2013,종각,상선,12시~13시,42
평일,2013,종로3가,상선,12시~13시,49
평일,2013,종로5가,상선,12시~13시,45
평일,2013,동대문,상선,12시~13시,44
평일,2013,동묘앞,상선,12시~13시,41
평일,2013,신설동,상선,12시~13시,41
평일,2013,제기동,상선,12시~13시,34
평일,2013,청량리,상선,12시~13시,29
토요일,2013,서울역,상선,12시~13시,50
토요일,2013,시청,상선,12시~13시,53
토요일,2013,종각,상선,12시~13시,51
토요일,2013,종로3가,상선,12시~13시,58
토요일,2013,종로5가,상선,12시~13시,53
토요일,2013,동대문,상선,12시~13시,51
토요일,2013,동묘앞,상선,12시~13시,48
토요일,2013,신설동,상선,12시~13시,45
토요일,2013,제기동,상선,12시~13시,39
토요일,2013,청량리,상선,12시~13시,30
일요일,2013,서울역,상선,12시~13시,41
일요일,2013,시청,상선,12시~13시,43
일요일,2013,종각,상선,12시~13시,41
일요일,2013,종로3가,상선,12시~13시,46
일요일,2013,종로5가,상선,12시~13시,43
일요일,2013,동대문,상선,12시~13시,41
일요일,2013,동묘앞,상선,12시~13시,36
일요일,2013,신설동,상선,12시~13시,34
일요일,2013,제기동,상선,12시~13시,29
일요일,2013,청량리,상선,12시~13시,23
평일,2011,서울역,상선,12시~13시,32
평일,2011,시청,상선,12시~13시,38
평일,2011,종각,상선,12시~13시,39
평일,2011,종로3가,상선,12시~13시,45
평일,2011,종로5가,상선,12시~13시,43
평일,2011,동대문,상선,12시~13시,41
평일,2011,동묘앞,상선,12시~13시,39
평일,2011,신설동,상선,12시~13시,37
평일,2011,제기동,상선,12시~13시,32
평일,2011,청량리,상선,12시~13시,28
토요일,2011,서울역,상선,12시~13시,47
토요일,2011,시청,상선,12시~13시,50
토요일,2011,종각,상선,12시~13시,48
토요일,2011,종로3가,상선,12시~13시,56
토요일,2011,종로5가,상선,12시~13시,50
토요일,2011,동대문,상선,12시~13시,49
토요일,2011,동묘앞,상선,12시~13시,46
토요일,2011,신설동,상선,12시~13시,44
토요일,2011,제기동,상선,12시~13시,36
토요일,2011,청량리,상선,12시~13시,29
일요일,2011,서울역,상선,12시~13시,35
일요일,2011,시청,상선,12시~13시,38
일요일,2011,종각,상선,12시~13시,36
일요일,2011,종로3가,상선,12시~13시,40
일요일,2011,종로5가,상선,12시~13시,37
일요일,2011,동대문,상선,12시~13시,36
일요일,2011,동묘앞,상선,12시~13시,32
일요일,2011,신설동,상선,12시~13시,30
일요일,2011,제기동,상선,12시~13시,25
일요일,2011,청량리,상선,12시~13시,20
평일,2017,서울역,상선,13시~14시,38.85
평일,2017,시청,상선,13시~14시,37.15
평일,2017,종각,상선,13시~14시,36.7
평일,2017,종로3가,상선,13시~14시,40.75
평일,2017,종로5가,상선,13시~14시,37.35
평일,2017,동대문,상선,13시~14시,36.95
평일,2017,신설동,상선,13시~14시,31.85
평일,2017,제기동,상선,13시~14시,24.8
평일,2017,청량리,상선,13시~14시,19.1
평일,2017,동묘앞,상선,13시~14시,33.45
토요일,2017,서울역,상선,13시~14시,58.7
토요일,2017,시청,상선,13시~14시,55.1
토요일,2017,종각,상선,13시~14시,49.55
토요일,2017,종로3가,상선,13시~14시,54.25
토요일,2017,종로5가,상선,13시~14시,50.3
토요일,2017,동대문,상선,13시~14시,49.55
토요일,2017,신설동,상선,13시~14시,41.15
토요일,2017,제기동,상선,13시~14시,32.6
토요일,2017,청량리,상선,13시~14시,25.75
토요일,2017,동묘앞,상선,13시~14시,44.25
일요일,2017,서울역,상선,13시~14시,43.6
일요일,2017,시청,상선,13시~14시,40.95
일요일,2017,종각,상선,13시~14시,37.8
일요일,2017,종로3가,상선,13시~14시,42.05
일요일,2017,종로5가,상선,13시~14시,39.45
일요일,2017,동대문,상선,13시~14시,38.9
일요일,2017,신설동,상선,13시~14시,32.05
일요일,2017,제기동,상선,13시~14시,25.75
일요일,2017,청량리,상선,13시~14시,19.45
일요일,2017,동묘앞,상선,13시~14시,33.45
평일,2019,서울역,상선,13시~14시,35.1
평일,2019,시청,상선,13시~14시,34.5
평일,2019,종각,상선,13시~14시,33.4
평일,2019,종로3가,상선,13시~14시,36.4
평일,2019,종로5가,상선,13시~14시,33.3
평일,2019,동대문,상선,13시~14시,33.1
평일,2019,신설동,상선,13시~14시,28.95
평일,2019,제기동,상선,13시~14시,22.8
평일,2019,청량리,상선,13시~14시,17.55
평일,2019,동묘앞,상선,13시~14시,29.7
토요일,2019,서울역,상선,13시~14시,64.65
토요일,2019,시청,상선,13시~14시,55.95
토요일,2019,종각,상선,13시~14시,50.8
토요일,2019,종로3가,상선,13시~14시,51.4
토요일,2019,종로5가,상선,13시~14시,44.25
토요일,2019,동대문,상선,13시~14시,43.4
토요일,2019,신설동,상선,13시~14시,35.2
토요일,2019,제기동,상선,13시~14시,27.7
토요일,2019,청량리,상선,13시~14시,19.95
토요일,2019,동묘앞,상선,13시~14시,36.8
일요일,2019,서울역,상선,13시~14시,37.05
일요일,2019,시청,상선,13시~14시,36.35
일요일,2019,종각,상선,13시~14시,37
일요일,2019,종로3가,상선,13시~14시,39.8
일요일,2019,종로5가,상선,13시~14시,38.95
일요일,2019,동대문,상선,13시~14시,38.7
일요일,2019,신설동,상선,13시~14시,33.3
일요일,2019,제기동,상선,13시~14시,27.25
일요일,2019,청량리,상선,13시~14시,20.5
일요일,2019,동묘앞,상선,13시~14시,34.2
평일,2021,서울역,상선,13시~14시,22.65
평일,2021,시청,상선,13시~14시,22.7
평일,2021,종각,상선,13시~14시,21.9
평일,2021,종로3가,상선,13시~14시,24.3
평일,2021,종로5가,상선,13시~14시,21.75
평일,2021,동대문,상선,13시~14시,22.8
평일,2021,신설동,상선,13시~14시,20
평일,2021,제기동,상선,13시~14시,16.5
평일,2021,청량리,상선,13시~14시,13.95
평일,2021,동묘앞,상선,13시~14시,20.4
토요일,2021,서울역,상선,13시~14시,35.55
토요일,2021,시청,상선,13시~14시,34.05
토요일,2021,종각,상선,13시~14시,32.05
토요일,2021,종로3가,상선,13시~14시,30.45
토요일,2021,종로5가,상선,13시~14시,27.2
토요일,2021,동대문,상선,13시~14시,28.3
토요일,2021,신설동,상선,13시~14시,25.25
토요일,2021,제기동,상선,13시~14시,20.55
토요일,2021,청량리,상선,13시~14시,17.05
토요일,2021,동묘앞,상선,13시~14시,25.95
일요일,2021,서울역,상선,13시~14시,27
일요일,2021,시청,상선,13시~14시,26.25
일요일,2021,종각,상선,13시~14시,24.55
일요일,2021,종로3가,상선,13시~14시,24.5
일요일,2021,종로5가,상선,13시~14시,22.6
일요일,2021,동대문,상선,13시~14시,24.3
일요일,2021,신설동,상선,13시~14시,21.6
일요일,2021,제기동,상선,13시~14시,18.05
일요일,2021,청량리,상선,13시~14시,14.95
일요일,2021,동묘앞,상선,13시~14시,22.25
평일,2022,서울역,상선,13시~14시,30.05
평일,2022,시청,상선,13시~14시,29.95
평일,2022,종각,상선,13시~14시,29.25
평일,2022,종로3가,상선,13시~14시,31.95
평일,2022,종로5가,상선,13시~14시,29.15
평일,2022,동대문,상선,13시~14시,29.9
평일,2022,신설동,상선,13시~14시,26.5
평일,2022,제기동,상선,13시~14시,21.95
평일,2022,청량리,상선,13시~14시,18
평일,2022,동묘앞,상선,13시~14시,26.75
토요일,2022,서울역,상선,13시~14시,46.75
토요일,2022,시청,상선,13시~14시,42.8
토요일,2022,종각,상선,13시~14시,40.2
토요일,2022,종로3가,상선,13시~14시,40.2
토요일,2022,종로5가,상선,13시~14시,36.5
토요일,2022,동대문,상선,13시~14시,39.35
토요일,2022,신설동,상선,13시~14시,36.05
토요일,2022,제기동,상선,13시~14시,28.3
토요일,2022,청량리,상선,13시~14시,22.45
토요일,2022,동묘앞,상선,13시~14시,34.15
일요일,2022,서울역,상선,13시~14시,34.65
일요일,2022,시청,상선,13시~14시,35.65
일요일,2022,종각,상선,13시~14시,33.15
일요일,2022,종로3가,상선,13시~14시,32.2
일요일,2022,종로5가,상선,13시~14시,29.25
일요일,2022,동대문,상선,13시~14시,29.7
일요일,2022,신설동,상선,13시~14시,25.45
일요일,2022,제기동,상선,13시~14시,21.05
일요일,2022,청량리,상선,13시~14시,17.25
일요일,2022,동묘앞,상선,13시~14시,25.5
평일,2015,청량리,상선,13시~14시,34
평일,2015,제기동,상선,13시~14시,30
평일,2015,신설동,상선,13시~14시,36
평일,2015,동묘앞,상선,13시~14시,39
평일,2015,동대문,상선,13시~14시,42
평일,2015,종로5가,상선,13시~14시,45
평일,2015,종로3가,상선,13시~14시,48
평일,2015,종각,상선,13시~14시,46
평일,2015,시청,상선,13시~14시,48
평일,2015,서울역,상선,13시~14시,46
토요일,2015,청량리,상선,13시~14시,46
토요일,2015,제기동,상선,13시~14시,39
토요일,2015,신설동,상선,13시~14시,46
토요일,2015,동묘앞,상선,13시~14시,48
토요일,2015,동대문,상선,13시~14시,53
토요일,2015,종로5가,상선,13시~14시,61
토요일,2015,종로3가,상선,13시~14시,70
토요일,2015,종각,상선,13시~14시,68
토요일,2015,시청,상선,13시~14시,73
토요일,2015,서울역,상선,13시~14시,86
일요일,2015,청량리,상선,13시~14시,39
일요일,2015,제기동,상선,13시~14시,32
일요일,2015,신설동,상선,13시~14시,36
일요일,2015,동묘앞,상선,13시~14시,38
일요일,2015,동대문,상선,13시~14시,44
일요일,2015,종로5가,상선,13시~14시,49
일요일,2015,종로3가,상선,13시~14시,54
일요일,2015,종각,상선,13시~14시,52
일요일,2015,시청,상선,13시~14시,57
일요일,2015,서울역,상선,13시~14시,60
평일,2013,서울역,상선,13시~14시,40
평일,2013,시청,상선,13시~14시,45
평일,2013,종각,상선,13시~14시,45
평일,2013,종로3가,상선,13시~14시,51
평일,2013,종로5가,상선,13시~14시,48
평일,2013,동대문,상선,13시~14시,47
평일,2013,동묘앞,상선,13시~14시,43
평일,2013,신설동,상선,13시~14시,39
평일,2013,제기동,상선,13시~14시,32
평일,2013,청량리,상선,13시~14시,25
토요일,2013,서울역,상선,13시~14시,55
토요일,2013,시청,상선,13시~14시,60
토요일,2013,종각,상선,13시~14시,56
토요일,2013,종로3가,상선,13시~14시,63
토요일,2013,종로5가,상선,13시~14시,56
토요일,2013,동대문,상선,13시~14시,54
토요일,2013,동묘앞,상선,13시~14시,51
토요일,2013,신설동,상선,13시~14시,49
토요일,2013,제기동,상선,13시~14시,44
토요일,2013,청량리,상선,13시~14시,35
일요일,2013,서울역,상선,13시~14시,47
일요일,2013,시청,상선,13시~14시,51
일요일,2013,종각,상선,13시~14시,47
일요일,2013,종로3가,상선,13시~14시,52
일요일,2013,종로5가,상선,13시~14시,48
일요일,2013,동대문,상선,13시~14시,46
일요일,2013,동묘앞,상선,13시~14시,40
일요일,2013,신설동,상선,13시~14시,38
일요일,2013,제기동,상선,13시~14시,32
일요일,2013,청량리,상선,13시~14시,25
평일,2011,서울역,상선,13시~14시,41
평일,2011,시청,상선,13시~14시,45
평일,2011,종각,상선,13시~14시,45
평일,2011,종로3가,상선,13시~14시,52
평일,2011,종로5가,상선,13시~14시,50
평일,2011,동대문,상선,13시~14시,48
평일,2011,동묘앞,상선,13시~14시,44
평일,2011,신설동,상선,13시~14시,42
평일,2011,제기동,상선,13시~14시,35
평일,2011,청량리,상선,13시~14시,27
토요일,2011,서울역,상선,13시~14시,61
토요일,2011,시청,상선,13시~14시,68
토요일,2011,종각,상선,13시~14시,64
토요일,2011,종로3가,상선,13시~14시,73
토요일,2011,종로5가,상선,13시~14시,67
토요일,2011,동대문,상선,13시~14시,64
토요일,2011,동묘앞,상선,13시~14시,58
토요일,2011,신설동,상선,13시~14시,56
토요일,2011,제기동,상선,13시~14시,48
토요일,2011,청량리,상선,13시~14시,37
일요일,2011,서울역,상선,13시~14시,43
일요일,2011,시청,상선,13시~14시,47
일요일,2011,종각,상선,13시~14시,43
일요일,2011,종로3가,상선,13시~14시,49
일요일,2011,종로5가,상선,13시~14시,47
일요일,2011,동대문,상선,13시~14시,45
일요일,2011,동묘앞,상선,13시~14시,40
일요일,2011,신설동,상선,13시~14시,38
일요일,2011,제기동,상선,13시~14시,33
일요일,2011,청량리,상선,13시~14시,25
평일,2017,서울역,상선,14시~15시,32.8
평일,2017,시청,상선,14시~15시,33.65
평일,2017,종각,상선,14시~15시,35.05
평일,2017,종로3가,상선,14시~15시,39.2
평일,2017,종로5가,상선,14시~15시,37.95
평일,2017,동대문,상선,14시~15시,38.25
평일,2017,신설동,상선,14시~15시,34.5
평일,2017,제기동,상선,14시~15시,28.5
평일,2017,청량리,상선,14시~15시,23.95
평일,2017,동묘앞,상선,14시~15시,35.4
